CNPJ,RazaoSocial,RegistroANS,Trimestre,Ano,ValorDespesas,UF,Modalidade
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,327352,1,2025,73312663.62,MG,Cooperativa Médica
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,327352,2,2025,131232295.64,MG,Cooperativa Médica
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,327352,3,2025,195368500.19,MG,Cooperativa Médica
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,327417,1,2025,353914468.34,SP,Medicina de Grupo
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,327417,2,2025,682724315.36,SP,Medicina de Grupo
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,327417,3,2025,1036780903.39,SP,Medicina de Grupo
66916305000156,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,327468,1,2025,39481145.87,SP,Cooperativa Médica
66916305000156,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,327468,2,2025,67156723.01,SP,Cooperativa Médica
66916305000156,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,327468,3,2025,103007091.1,SP,Cooperativa Médica
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,327557,1,2025,165034631.13,SC,Autogestão
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,327557,2,2025,306876311.46999997,SC,Autogestão
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,327557,3,2025,438854744.7,SC,Autogestão
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,327638,1,2025,27882506.74,MG,Cooperativa Médica
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,327638,2,2025,49428645.29,MG,Cooperativa Médica
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,327638,3,2025,77493172.28,MG,Cooperativa Médica
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,327689,1,2025,1523642763.19,AL,Cooperativa Médica
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,327689,2,2025,2806014180.54,AL,Cooperativa Médica
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,327689,3,2025,4125884681.54,AL,Cooperativa Médica
02511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,328031,1,2025,1034556.9,MT,Cooperativa Médica
02511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,328031,2,2025,869795.6000000001,MT,Cooperativa Médica
02511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,328031,3,2025,869795.6000000001,MT,Cooperativa Médica
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,328294,1,2025,188093295.26999998,SP,Cooperativa Médica
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,328294,2,2025,343039078.02,SP,Cooperativa Médica
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,328294,3,2025,504514625.8,SP,Cooperativa Médica
00552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,328308,1,2025,56864338.17,SP,Cooperativa Médica
00552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,328308,2,2025,116492001.39,SP,Cooperativa Médica
00552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,328308,3,2025,181256655.79000002,SP,Cooperativa Médica
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,328375,1,2025,40561428.65,RS,Cooperativa Médica
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,328375,2,2025,75333135.96000001,RS,Cooperativa Médica
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,328375,3,2025,113717306.36,RS,Cooperativa Médica
00453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,328537,1,2025,239642334.33,SP,Medicina de Grupo
00453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,328537,2,2025,436866150.69,SP,Medicina de Grupo
00453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,328537,3,2025,658487241.63,SP,Medicina de Grupo
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,329339,1,2025,463569727.3,SC,Cooperativa Médica
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,329339,2,2025,917250394.53,SC,Cooperativa Médica
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,329339,3,2025,1389473996.35,SC,Cooperativa Médica
55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,329355,1,2025,64866751.45,SP,Filantropia
55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,329355,2,2025,133395897.27,SP,Filantropia
55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,329355,3,2025,208696473.06,SP,Filantropia
00580481000151,FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,329665,2,2025,82241871.45,ES,Autogestão
00580481000151,FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,329665,3,2025,145585489.87,ES,Autogestão
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,329886,1,2025,140060759.16,SP,Cooperativa Médica
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,329886,2,2025,276429310.53000003,SP,Cooperativa Médica
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,329886,3,2025,422774771.84000003,SP,Cooperativa Médica
26189530000113,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,330108,1,2025,181154952.8,MG,Cooperativa Médica
26189530000113,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,330108,2,2025,340059777.72,MG,Cooperativa Médica
26189530000113,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,330108,3,2025,504409095.72,MG,Cooperativa Médica
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,330116,1,2025,67204349.15,SP,Filantropia
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,330116,2,2025,124475674.6,SP,Filantropia
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,330116,3,2025,183824359.73,SP,Filantropia
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,330264,1,2025,169679015.88,RJ,Cooperativa Médica
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,330264,2,2025,340834396.74,RJ,Cooperativa Médica
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,330264,3,2025,522270449.92,RJ,Cooperativa Médica
09306242000182,ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,330281,1,2025,64239413.260000005,PB,Autogestão
09306242000182,ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,330281,2,2025,126263236.44,PB,Autogestão
09306242000182,ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,330281,3,2025,189443028.69,PB,Autogestão
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,330566,1,2025,147404331.06,RJ,Cooperativa Médica
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,330566,2,2025,310729823.76,RJ,Cooperativa Médica
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,330566,3,2025,486385735.34,RJ,Cooperativa Médica
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,330809,1,2025,179712387.61,ES,Autogestão
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,330809,2,2025,270937326.21,ES,Autogestão
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,330809,3,2025,397055694.0,ES,Autogestão
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,330892,1,2025,35529684.86,SC,Medicina de Grupo
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,330892,2,2025,69826424.11,SC,Medicina de Grupo
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,330892,3,2025,102871981.27,SC,Medicina de Grupo
02064028000118,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,331104,1,2025,7270589.16,SP,Cooperativa odontológica
02064028000118,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,331104,2,2025,8217249.57,SP,Cooperativa odontológica
02064028000118,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,331104,3,2025,12202437.78,SP,Cooperativa odontológica
34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,331317,1,2025,490368837.45,RJ,Autogestão
34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,331317,2,2025,968810861.36,RJ,Autogestão
34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,331317,3,2025,1440513447.14,RJ,Autogestão
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,331341,1,2025,314938241.97,SP,Cooperativa Médica
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,331341,2,2025,612207719.63,SP,Cooperativa Médica
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,331341,3,2025,923727439.5699999,SP,Cooperativa Médica
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,331651,1,2025,134791901.05,MG,Cooperativa Médica
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,331651,2,2025,260748706.31,MG,Cooperativa Médica
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,331651,3,2025,391800032.76,MG,Cooperativa Médica
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,331872,1,2025,965255066.72,SP,Cooperativa Médica
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,331872,2,2025,1836666600.7,SP,Cooperativa Médica
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,331872,3,2025,2760158080.24,SP,Cooperativa Médica
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,331988,1,2025,816624191.26,RJ,Autogestão
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,331988,2,2025,1451750859.3,RJ,Autogestão
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,331988,3,2025,2139976104.75,RJ,Autogestão
74466137000172,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,333051,1,2025,346827130.15,SP,Cooperativa Médica
74466137000172,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,333051,2,2025,703104217.29,SP,Cooperativa Médica
74466137000172,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,333051,3,2025,1060083038.78,SP,Cooperativa Médica
01672007000112,SISTEMA PREVSAUDE DENTAL LTDA,333239,1,2025,1686920.15,CE,Odontologia de Grupo
01672007000112,SISTEMA PREVSAUDE DENTAL LTDA,333239,2,2025,3186848.08,CE,Odontologia de Grupo
01672007000112,SISTEMA PREVSAUDE DENTAL LTDA,333239,3,2025,4781180.72,CE,Odontologia de Grupo
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,333662,1,2025,288998331.15,MS,Cooperativa Médica
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,333662,2,2025,565045644.48,MS,Cooperativa Médica
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,333662,3,2025,871983278.66,MS,Cooperativa Médica
57746455000178,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,333689,1,2025,527204704.15,SP,Medicina de Grupo
57746455000178,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,333689,2,2025,1000290571.76,SP,Medicina de Grupo
57746455000178,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,333689,3,2025,1437079490.98,SP,Medicina de Grupo
52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,333808,1,2025,77675223.88,SP,Filantropia
52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,333808,2,2025,148018471.76,SP,Filantropia
52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,333808,3,2025,232356656.26,SP,Filantropia
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,333867,1,2025,27610120.38,RS,Medicina de Grupo
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,333867,2,2025,46853167.05,RS,Medicina de Grupo
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,333867,3,2025,64846348.96,RS,Medicina de Grupo
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,333875,1,2025,66943033.910000004,MG,Filantropia
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,333875,2,2025,134719242.23000002,MG,Filantropia
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,333875,3,2025,209482443.13,MG,Filantropia
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,334154,1,2025,132593091.34,SP,Cooperativa Médica
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,334154,2,2025,255180031.39,SP,Cooperativa Médica
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,334154,3,2025,384994231.11,SP,Cooperativa Médica
58702853000155,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,334243,1,2025,8881135.41,SP,Cooperativa odontológica
58702853000155,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,334243,2,2025,18773121.49,SP,Cooperativa odontológica
58702853000155,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,334243,3,2025,29188984.34,SP,Cooperativa odontológica
01773319000112,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,334511,1,2025,4570857.11,SP,Cooperativa Médica
01773319000112,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,334511,2,2025,7852492.0200000005,SP,Cooperativa Médica
01773319000112,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,334511,3,2025,9254223.43,SP,Cooperativa Médica
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,334561,1,2025,1077257549.56,SC,Cooperativa Médica
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,334561,2,2025,2079626409.0700002,SC,Cooperativa Médica
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,334561,3,2025,3187100363.11,SC,Cooperativa Médica
37652765000116,UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,334847,1,2025,34260362.14,GO,Cooperativa Médica
37652765000116,UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,334847,2,2025,57678886.6,GO,Cooperativa Médica
37652765000116,UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,334847,3,2025,90971920.14,GO,Cooperativa Médica
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,335100,1,2025,1972787229.47,SP,Cooperativa Médica
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,335100,2,2025,3770841453.24,SP,Cooperativa Médica
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,335100,3,2025,5722555553.83,SP,Cooperativa Médica
00111826000128,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,335215,1,2025,213482236.57,RJ,Cooperativa Médica
00111826000128,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,335215,2,2025,430262377.15000004,RJ,Cooperativa Médica
00111826000128,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,335215,3,2025,652742174.84,RJ,Cooperativa Médica
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,335258,1,2025,31783926.7,CE,Cooperativa odontológica
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,335258,2,2025,59320618.69,CE,Cooperativa odontológica
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,335258,3,2025,90504005.67,CE,Cooperativa odontológica
29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,335479,1,2025,596981089.0600001,RJ,Cooperativa Médica
29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,335479,2,2025,1155841000.81,RJ,Cooperativa Médica
29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,335479,3,2025,1672336385.97,RJ,Cooperativa Médica
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,335517,1,2025,143133103.71,MG,Cooperativa Médica
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,335517,2,2025,257947937.76999998,MG,Cooperativa Médica
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,335517,3,2025,389252200.02,MG,Cooperativa Médica
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",335541,1,2025,134651338.79,RS,Cooperativa Médica
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",335541,2,2025,212963746.03,RS,Cooperativa Médica
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",335541,3,2025,276861022.86,RS,Cooperativa Médica
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,335592,1,2025,1778021072.3500001,RN,Cooperativa Médica
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,335592,2,2025,3294115788.29,RN,Cooperativa Médica
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,335592,3,2025,4862213860.55,RN,Cooperativa Médica
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,335614,1,2025,2112091532.98,ES,Medicina de Grupo
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,335614,2,2025,4126138418.83,ES,Medicina de Grupo
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,335614,3,2025,6632034586.38,ES,Medicina de Grupo
02041808000142,ADVANCE PLANOS DE SAÚDE LTDA,335657,1,2025,38456464.33,SP,Medicina de Grupo
02041808000142,ADVANCE PLANOS DE SAÚDE LTDA,335657,2,2025,77377080.28,SP,Medicina de Grupo
02041808000142,ADVANCE PLANOS DE SAÚDE LTDA,335657,3,2025,116375894.88,SP,Medicina de Grupo
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,335690,1,2025,4433535177.17,SP,Cooperativa Médica
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,335690,2,2025,8685499206.13,SP,Cooperativa Médica
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,335690,3,2025,13093701233.75,SP,Cooperativa Médica
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,335754,1,2025,148677215.27,BA,Autogestão
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,335754,2,2025,288098577.69,BA,Autogestão
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,335754,3,2025,442634212.73,BA,Autogestão
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,335789,1,2025,48916355.56,SE,Autogestão
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,335789,2,2025,80707331.71,SE,Autogestão
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,335789,3,2025,116468730.34,SE,Autogestão
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,336017,1,2025,11371083.11,SP,Cooperativa odontológica
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,336017,2,2025,10829274.709999999,SP,Cooperativa odontológica
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,336017,3,2025,17038806.68,SP,Cooperativa odontológica
66872888000160,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,336106,1,2025,552985096.64,SP,Cooperativa Médica
66872888000160,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,336106,2,2025,1056604286.11,SP,Cooperativa Médica
66872888000160,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,336106,3,2025,1574313487.09,SP,Cooperativa Médica
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,336467,1,2025,29784290.669999998,PB,Cooperativa Médica
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,336467,2,2025,53031332.19,PB,Cooperativa Médica
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,336467,3,2025,82571236.9,PB,Cooperativa Médica
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,336831,1,2025,177905406.22,PR,Filantropia
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,336831,2,2025,361235575.1,PR,Filantropia
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,336831,3,2025,558556514.61,PR,Filantropia
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,336858,1,2025,2094329386.23,PR,Cooperativa Médica
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,336858,2,2025,6881904253.49,PR,Cooperativa Médica
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,336858,3,2025,7028346327.89,PR,Cooperativa Médica
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,337188,1,2025,450715298.28,MG,Cooperativa Médica
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,337188,2,2025,887735003.9300001,MG,Cooperativa Médica
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,337188,3,2025,1314271534.59,MG,Cooperativa Médica
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,337374,1,2025,477046265.09,RO,Cooperativa Médica
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,337374,2,2025,933451643.46,RO,Cooperativa Médica
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,337374,3,2025,1409178610.79,RO,Cooperativa Médica
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,337498,1,2025,111017310.04,RJ,Cooperativa Médica
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,337498,2,2025,197317412.29,RJ,Cooperativa Médica
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,337498,3,2025,294136027.17,RJ,Cooperativa Médica
86483542000188,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,337561,1,2025,26092354.97,MG,Cooperativa Médica
86483542000188,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,337561,2,2025,50211835.59,MG,Cooperativa Médica
86483542000188,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,337561,3,2025,75441047.84,MG,Cooperativa Médica
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,337668,1,2025,896723098.8599999,SE,Cooperativa Médica
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,337668,2,2025,1594477085.7,SE,Cooperativa Médica
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,337668,3,2025,2291702255.27,SE,Cooperativa Médica
84313741000112,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,337871,1,2025,305896215.28,AC,Cooperativa Médica
84313741000112,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,337871,2,2025,549012006.1800001,AC,Cooperativa Médica
84313741000112,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,337871,3,2025,810116810.89,AC,Cooperativa Médica
90747908000156,SULMED - ASSISTÊNCIA MÉDICA LTDA,338346,1,2025,101769153.72,RS,Medicina de Grupo
90747908000156,SULMED - ASSISTÊNCIA MÉDICA LTDA,338346,2,2025,206489427.27,RS,Medicina de Grupo
90747908000156,SULMED - ASSISTÊNCIA MÉDICA LTDA,338346,3,2025,312752440.54,RS,Medicina de Grupo
77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,338648,1,2025,355051682.2,PR,Autogestão
77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,338648,2,2025,504917604.01,PR,Autogestão
